,SMB,HML,Regression L2_SMB_return,Regression L1_SMB_return,SVM_SMB_return,RF_SMB_return,MLP_SMB_return,KNN_SMB_return,LSTM_SMB_return,GB_SMB_return,AdaB_SMB_return,GRU_12_SMB_return,Regression L2_HML_return,Regression L1_HML_return,SVM_HML_return,RF_HML_return,MLP_HML_return,KNN_HML_return,LSTM_HML_return,GB_HML_return,Adab_HML_return,GRU_12_HML_return,Regression L2_SMB_or_HML_return,Regression L1_SMB_or_HML_return,SVM_SMB_or_HML_return,RF_SMB_or_HML_return,MLP_SMB_or_HML_return,KNN_SMB_or_HML_return,LSTM_SMB_or_HML_return,GB_SMB_or_HML_return,Adab_SMB_or_HML_return,GRU_12_SMB_or_HML_return
201401,0.0086,-0.0209,0.0086,0.0086,0.0086,0.0086,0.0086,-0.0086,0.0086,-0.0086,0.0086,0.0086,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,0.0086,0.0086,-0.0209,-0.0209,0.0086,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209
201402,0.0032,-0.004,0.0032,0.0032,-0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,-0.004,-0.004,-0.004,0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,0.0032,0.0032,-0.004,-0.004,0.0032,-0.004,-0.004,-0.004,-0.004,-0.004
201403,-0.0189,0.0508,-0.0189,-0.0189,-0.0189,-0.0189,-0.0189,0.0189,-0.0189,-0.0189,-0.0189,-0.0189,0.0508,0.0508,0.0508,0.0508,0.0508,0.0508,0.0508,0.0508,-0.0508,0.0508,-0.0189,-0.0189,0.0508,-0.0189,-0.0189,0.0508,0.0508,0.0508,0.0508,0.0508
201404,-0.0425,0.0114,-0.0425,-0.0425,0.0425,-0.0425,-0.0425,-0.0425,-0.0425,0.0425,0.0425,-0.0425,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,-0.0114,-0.0114,0.0114,0.0114,0.0114,0.0114,-0.0425,0.0114,0.0114,0.0114,0.0114,0.0114
201405,-0.0185,-0.0027,-0.0185,-0.0185,0.0185,-0.0185,-0.0185,-0.0185,-0.0185,-0.0185,-0.0185,-0.0185,-0.0027,-0.0027,-0.0027,-0.0027,-0.0027,-0.0027,-0.0027,-0.0027,-0.0027,0.0027,-0.0185,-0.0185,-0.0027,-0.0027,-0.0185,-0.0027,-0.0027,-0.0027,-0.0027,-0.0027
201406,0.0307,-0.0074,0.0307,0.0307,0.0307,0.0307,-0.0307,-0.0307,0.0307,0.0307,0.0307,0.0307,-0.0074,-0.0074,-0.0074,0.0074,0.0074,-0.0074,-0.0074,-0.0074,-0.0074,0.0074,0.0307,0.0307,-0.0074,0.0307,0.0307,-0.0074,-0.0074,0.0307,0.0307,-0.0074
201407,-0.0424,0.0001,-0.0424,-0.0424,-0.0424,-0.0424,0.0424,0.0424,-0.0424,0.0424,0.0424,0.0424,0.0001,0.0001,0.0001,0.0001,-0.0001,-0.0001,0.0001,-0.0001,-0.0001,-0.0001,-0.0424,-0.0424,0.0001,0.0001,-0.0424,0.0001,0.0001,-0.0424,-0.0424,0.0001
201408,0.0036,-0.0058,0.0036,0.0036,-0.0036,-0.0036,-0.0036,-0.0036,0.0036,0.0036,0.0036,0.0036,0.0058,0.0058,-0.0058,0.0058,0.0058,0.0058,-0.0058,0.0058,0.0058,0.0058,0.0036,0.0036,-0.0058,-0.0058,0.0036,-0.0058,-0.0058,0.0036,0.0036,0.0036
201409,-0.0383,-0.0123,-0.0383,-0.0383,-0.0383,-0.0383,0.0383,-0.0383,-0.0383,0.0383,0.0383,-0.0383,0.0123,0.0123,-0.0123,0.0123,0.0123,0.0123,-0.0123,0.0123,0.0123,0.0123,-0.0383,-0.0383,-0.0123,-0.0383,-0.0383,-0.0383,-0.0123,-0.0383,-0.0383,-0.0383
201410,0.0423,-0.0168,0.0423,0.0423,0.0423,-0.0423,-0.0423,-0.0423,0.0423,0.0423,0.0423,0.0423,0.0168,0.0168,-0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,-0.0168,0.0168,0.0423,0.0423,-0.0168,0.0423,0.0423,-0.0168,-0.0168,0.0423,0.0423,0.0423
201411,-0.0209,-0.0299,-0.0209,-0.0209,-0.0209,-0.0209,0.0209,-0.0209,-0.0209,-0.0209,0.0209,-0.0209,0.0299,0.0299,-0.0299,0.0299,0.0299,-0.0299,0.0299,-0.0299,-0.0299,0.0299,-0.0209,-0.0209,-0.0299,-0.0209,-0.0209,-0.0299,-0.0299,-0.0209,-0.0299,-0.0209
201412,0.0254,0.0206,0.0254,0.0254,0.0254,0.0254,-0.0254,0.0254,-0.0254,-0.0254,-0.0254,0.0254,-0.0206,-0.0206,0.0206,-0.0206,-0.0206,-0.0206,-0.0206,0.0206,0.0206,-0.0206,0.0254,0.0254,0.0206,0.0254,0.0254,0.0206,0.0206,0.0206,0.0254,0.0254
201501,-0.0056,-0.0347,-0.0056,-0.0056,-0.0056,0.0056,0.0056,-0.0056,0.0056,0.0056,0.0056,-0.0056,0.0347,0.0347,-0.0347,0.0347,0.0347,0.0347,0.0347,-0.0347,-0.0347,0.0347,-0.0056,-0.0056,-0.0347,-0.0347,-0.0056,-0.0347,-0.0347,-0.0056,-0.0056,-0.0056
201502,0.0048,-0.0179,0.0048,0.0048,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,0.0048,0.0048,0.0048,0.0179,0.0179,-0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0179,0.0048,0.0048,-0.0179,0.0048,0.0048,0.0048,-0.0179,0.0048,-0.0179,0.0048
201503,0.0302,-0.0046,0.0302,0.0302,0.0302,0.0302,-0.0302,0.0302,-0.0302,0.0302,-0.0302,0.0302,0.0046,0.0046,-0.0046,0.0046,0.0046,-0.0046,0.0046,0.0046,-0.0046,0.0046,0.0302,0.0302,-0.0046,0.0302,0.0302,-0.0046,-0.0046,0.0302,0.0302,0.0302
201504,-0.0297,0.0186,-0.0297,-0.0297,0.0297,0.0297,0.0297,-0.0297,0.0297,-0.0297,-0.0297,-0.0297,-0.0186,-0.0186,0.0186,-0.0186,-0.0186,-0.0186,-0.0186,0.0186,0.0186,0.0186,-0.0297,-0.0297,0.0186,0.0186,-0.0297,0.0186,0.0186,-0.0297,0.0186,-0.0297
201505,0.0087,-0.0137,0.0087,0.0087,0.0087,0.0087,-0.0087,-0.0087,-0.0087,0.0087,0.0087,0.0087,0.0137,0.0137,-0.0137,0.0137,0.0137,0.0137,0.0137,-0.0137,-0.0137,-0.0137,0.0087,0.0087,-0.0137,-0.0137,0.0087,-0.0137,-0.0137,0.0087,0.0087,0.0087
201506,0.0283,-0.0079,0.0283,0.0283,-0.0283,-0.0283,-0.0283,-0.0283,-0.0283,0.0283,0.0283,0.0283,0.0079,0.0079,-0.0079,0.0079,-0.0079,0.0079,0.0079,0.0079,0.0079,-0.0079,0.0283,0.0283,-0.0079,0.0283,0.0283,-0.0079,-0.0079,0.0283,0.0283,0.0283
201507,-0.0414,-0.0412,0.0414,-0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,-0.0414,-0.0414,-0.0414,0.0412,0.0412,-0.0412,0.0412,-0.0412,0.0412,-0.0412,0.0412,0.0412,-0.0412,-0.0414,-0.0414,-0.0412,-0.0414,-0.0414,-0.0412,-0.0412,-0.0414,-0.0414,-0.0414
201508,0.0048,0.0268,0.0048,0.0048,0.0048,-0.0048,-0.0048,0.0048,-0.0048,0.0048,0.0048,0.0048,-0.0268,-0.0268,0.0268,-0.0268,0.0268,-0.0268,0.0268,-0.0268,-0.0268,0.0268,0.0048,0.0048,0.0268,0.0048,0.0048,0.0048,0.0268,0.0048,0.0048,0.0048
201509,-0.0264,0.0052,0.0264,0.0264,0.0264,0.0264,0.0264,-0.0264,0.0264,-0.0264,-0.0264,-0.0264,-0.0052,-0.0052,0.0052,-0.0052,0.0052,-0.0052,0.0052,-0.0052,-0.0052,-0.0052,0.0052,0.0052,0.0052,-0.0264,-0.0264,-0.0264,0.0052,-0.0264,-0.0264,-0.0264
201510,-0.0197,-0.0008,-0.0197,-0.0197,0.0197,0.0197,0.0197,-0.0197,-0.0197,-0.0197,-0.0197,-0.0197,0.0008,0.0008,-0.0008,0.0008,-0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,-0.0197,-0.0197,-0.0008,-0.0197,-0.0197,-0.0197,-0.0197,-0.0197,-0.0197,-0.0197
201511,0.0364,-0.0052,0.0364,0.0364,0.0364,0.0364,-0.0364,0.0364,0.0364,0.0364,0.0364,0.0364,0.0052,0.0052,-0.0052,0.0052,-0.0052,0.0052,0.0052,-0.0052,0.0052,0.0052,0.0364,0.0364,-0.0052,0.0364,0.0364,-0.0052,0.0364,0.0364,0.0364,0.0364
201512,-0.0282,-0.0258,-0.0282,-0.0282,0.0282,0.0282,0.0282,0.0282,-0.0282,-0.0282,-0.0282,-0.0282,0.0258,0.0258,-0.0258,0.0258,-0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,-0.0282,-0.0282,-0.0258,-0.0282,-0.0282,-0.0258,-0.0282,-0.0282,-0.0282,-0.0282
201601,-0.0336,0.021,-0.0336,-0.0336,-0.0336,-0.0336,0.0336,-0.0336,-0.0336,0.0336,0.0336,-0.0336,-0.021,-0.021,0.021,-0.021,0.021,-0.021,-0.021,0.021,0.021,-0.021,-0.0336,-0.0336,0.021,-0.0336,-0.0336,-0.0336,-0.0336,0.021,0.021,-0.0336
201602,0.0078,-0.0048,0.0078,0.0078,-0.0078,-0.0078,-0.0078,0.0078,0.0078,-0.0078,0.0078,0.0078,0.0048,0.0048,-0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,-0.0048,0.0048,0.0078,0.0078,-0.0048,0.0078,0.0078,0.0078,0.0078,0.0078,-0.0048,0.0078
201603,0.0087,0.0112,0.0087,0.0087,0.0087,0.0087,-0.0087,-0.0087,0.0087,-0.0087,0.0087,0.0087,-0.0112,-0.0112,0.0112,-0.0112,-0.0112,-0.0112,-0.0112,-0.0112,0.0112,-0.0112,0.0087,0.0087,0.0112,0.0087,0.0087,0.0112,0.0087,0.0112,0.0112,0.0087
201604,0.0068,0.0326,0.0068,0.0068,0.0068,0.0068,-0.0068,0.0068,0.0068,-0.0068,0.0068,0.0068,-0.0326,-0.0326,0.0326,-0.0326,0.0326,-0.0326,-0.0326,-0.0326,-0.0326,-0.0326,0.0068,0.0068,0.0326,0.0068,0.0068,0.0068,0.0068,0.0068,0.0326,0.0068
201605,-0.0026,-0.0181,-0.0026,-0.0026,-0.0026,-0.0026,0.0026,0.0026,-0.0026,0.0026,-0.0026,-0.0026,-0.0181,0.0181,-0.0181,0.0181,-0.0181,0.0181,0.0181,-0.0181,-0.0181,0.0181,-0.0026,-0.0181,-0.0181,-0.0026,-0.0026,-0.0181,-0.0026,-0.0181,-0.0181,-0.0026
201606,0.0065,-0.0149,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,-0.0065,0.0065,0.0065,0.0149,0.0149,-0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0065,0.0065,-0.0149,-0.0149,0.0065,-0.0149,0.0065,-0.0149,-0.0149,0.0065
201607,0.0265,-0.0113,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0113,0.0113,-0.0113,0.0113,0.0113,0.0113,0.0113,0.0113,0.0113,0.0113,0.0265,0.0265,-0.0113,-0.0113,0.0265,-0.0113,0.0265,0.0265,-0.0113,0.0265
201608,0.0115,0.0331,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,-0.0115,0.0115,0.0115,-0.0331,-0.0331,0.0331,0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,-0.0331,0.0115,0.0115,0.0331,0.0331,0.0115,0.0331,0.0115,0.0331,0.0115,0.0115
201609,0.0202,-0.0148,0.0202,0.0202,0.0202,-0.0202,0.0202,-0.0202,0.0202,-0.0202,0.0202,0.0202,-0.0148,-0.0148,-0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,-0.0148,0.0148,-0.0148,-0.0148,-0.0148,-0.0148,0.0202,-0.0148,0.0202,-0.0148,-0.0148,0.0202
201610,-0.0437,0.0418,-0.0437,-0.0437,-0.0437,0.0437,-0.0437,-0.0437,-0.0437,-0.0437,0.0437,-0.0437,-0.0418,-0.0418,0.0418,0.0418,-0.0418,-0.0418,0.0418,0.0418,0.0418,0.0418,-0.0437,0.0418,0.0418,0.0418,-0.0437,0.0418,-0.0437,0.0418,0.0418,-0.0437
201611,0.0549,0.0827,0.0549,0.0549,-0.0549,-0.0549,0.0549,-0.0549,0.0549,0.0549,0.0549,0.0549,0.0827,0.0827,0.0827,-0.0827,-0.0827,0.0827,0.0827,-0.0827,-0.0827,-0.0827,0.0827,0.0827,0.0827,0.0827,0.0549,0.0827,0.0549,0.0549,0.0827,0.0549
201612,0.0007,0.036,0.0007,0.0007,0.0007,0.0007,0.0007,-0.0007,0.0007,0.0007,0.0007,0.0007,0.036,0.036,0.036,-0.036,-0.036,-0.036,0.036,0.036,-0.036,0.036,0.036,0.036,0.036,0.036,0.0007,0.0007,0.0007,0.036,0.036,0.0007
201701,-0.0102,-0.0278,-0.0102,-0.0102,-0.0102,-0.0102,-0.0102,0.0102,-0.0102,-0.0102,-0.0102,-0.0102,-0.0278,-0.0278,-0.0278,-0.0278,0.0278,-0.0278,-0.0278,0.0278,0.0278,-0.0278,-0.0278,-0.0278,-0.0278,-0.0278,-0.0102,-0.0278,-0.0102,-0.0102,-0.0102,-0.0102
201702,-0.02,-0.018,-0.02,-0.02,-0.02,-0.02,-0.02,0.02,-0.02,-0.02,-0.02,-0.02,-0.018,-0.018,-0.018,0.018,0.018,0.018,-0.018,0.018,-0.018,-0.018,-0.02,-0.018,-0.018,-0.018,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
201703,0.0119,-0.0318,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,-0.0318,-0.0318,-0.0318,0.0318,0.0318,0.0318,-0.0318,0.0318,0.0318,-0.0318,0.0119,-0.0318,-0.0318,-0.0318,0.0119,0.0119,-0.0318,0.0119,0.0119,0.0119
201704,0.0073,-0.019,0.0073,0.0073,0.0073,-0.0073,0.0073,-0.0073,0.0073,0.0073,-0.0073,-0.0073,0.019,-0.019,-0.019,0.019,-0.019,0.019,-0.019,0.019,0.019,-0.019,0.0073,-0.019,-0.019,-0.019,0.0073,-0.019,0.0073,0.0073,-0.019,0.0073
201705,-0.0255,-0.0378,-0.0255,-0.0255,-0.0255,0.0255,-0.0255,0.0255,-0.0255,-0.0255,0.0255,0.0255,0.0378,0.0378,-0.0378,0.0378,-0.0378,0.0378,-0.0378,0.0378,0.0378,-0.0378,-0.0255,-0.0378,-0.0378,-0.0378,-0.0255,-0.0378,-0.0255,-0.0255,-0.0378,-0.0255
201706,0.0216,0.0132,0.0216,0.0216,0.0216,0.0216,0.0216,0.0216,0.0216,-0.0216,0.0216,-0.0216,-0.0132,-0.0132,0.0132,-0.0132,-0.0132,-0.0132,0.0132,-0.0132,-0.0132,0.0132,0.0216,0.0132,0.0132,0.0216,0.0216,0.0216,0.0216,0.0216,0.0216,0.0216
201707,-0.014,-0.0028,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,0.014,0.014,-0.0028,-0.0028,-0.0028,0.0028,0.0028,0.0028,-0.0028,-0.0028,0.0028,-0.0028,-0.014,-0.0028,-0.0028,-0.014,-0.014,-0.014,-0.014,-0.014,-0.0028,-0.014
201708,-0.0169,-0.0224,-0.0169,-0.0169,-0.0169,-0.0169,-0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0224,0.0224,-0.0224,0.0224,0.0224,0.0224,-0.0224,-0.0224,-0.0224,-0.0224,-0.0169,-0.0224,-0.0224,-0.0169,-0.0169,-0.0169,-0.0169,-0.0224,-0.0224,-0.0169
201709,0.0454,0.0303,0.0454,0.0454,0.0454,0.0454,0.0454,0.0454,-0.0454,-0.0454,-0.0454,-0.0454,-0.0303,-0.0303,0.0303,-0.0303,-0.0303,-0.0303,0.0303,0.0303,0.0303,0.0303,0.0454,0.0303,0.0303,0.0454,0.0454,0.0454,0.0454,0.0454,0.0303,0.0454
201710,-0.0194,-0.0006,-0.0194,-0.0194,-0.0194,-0.0194,-0.0194,-0.0194,0.0194,-0.0194,0.0194,0.0194,-0.0006,0.0006,-0.0006,0.0006,0.0006,0.0006,0.0006,-0.0006,-0.0006,0.0006,-0.0194,-0.0006,-0.0006,-0.0194,-0.0194,-0.0006,-0.0194,-0.0006,-0.0006,-0.0194
201711,-0.0066,-0.0005,-0.0066,-0.0066,-0.0066,-0.0066,-0.0066,0.0066,0.0066,-0.0066,-0.0066,0.0066,0.0005,0.0005,-0.0005,0.0005,0.0005,0.0005,0.0005,-0.0005,-0.0005,0.0005,-0.0066,-0.0066,-0.0005,-0.0066,-0.0066,-0.0066,-0.0066,-0.0005,-0.0005,-0.0066
201712,-0.0126,0.0014,-0.0126,-0.0126,-0.0126,-0.0126,-0.0126,-0.0126,0.0126,-0.0126,-0.0126,0.0126,-0.0014,-0.0014,0.0014,-0.0014,-0.0014,-0.0014,-0.0014,0.0014,0.0014,-0.0014,-0.0126,-0.0126,0.0014,-0.0126,-0.0126,-0.0126,-0.0126,0.0014,0.0014,-0.0126
201801,-0.0303,-0.0137,-0.0303,-0.0303,-0.0303,-0.0303,-0.0303,0.0303,0.0303,0.0303,-0.0303,0.0303,0.0137,0.0137,-0.0137,0.0137,0.0137,0.0137,0.0137,-0.0137,0.0137,0.0137,-0.0303,-0.0303,-0.0137,-0.0303,-0.0303,-0.0303,-0.0303,-0.0137,-0.0137,-0.0303
201802,0.0028,-0.0119,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,-0.0028,0.0028,0.0028,-0.0028,0.0119,0.0119,-0.0119,0.0119,0.0119,0.0119,0.0119,-0.0119,-0.0119,0.0119,0.0028,0.0028,-0.0119,0.0028,0.0028,0.0028,0.0028,0.0028,-0.0119,0.0028
201803,0.0393,-0.0011,0.0393,0.0393,0.0393,-0.0393,0.0393,-0.0393,-0.0393,0.0393,0.0393,-0.0393,0.0011,0.0011,-0.0011,0.0011,0.0011,0.0011,0.0011,-0.0011,-0.0011,0.0011,0.0393,0.0393,-0.0011,0.0393,0.0393,0.0393,0.0393,0.0393,-0.0011,0.0393
201804,0.0109,0.0053,0.0109,-0.0109,0.0109,-0.0109,0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0053,-0.0053,0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,0.0109,0.0109,0.0053,0.0109,0.0109,0.0053,0.0109,0.0109,0.0053,0.0109
201805,0.0524,-0.0316,0.0524,0.0524,0.0524,0.0524,0.0524,-0.0524,-0.0524,-0.0524,-0.0524,-0.0524,0.0316,0.0316,-0.0316,0.0316,0.0316,0.0316,0.0316,-0.0316,-0.0316,0.0316,0.0524,0.0524,-0.0316,-0.0316,0.0524,0.0524,0.0524,0.0524,0.0524,0.0524
201806,0.0117,-0.0239,0.0117,0.0117,0.0117,0.0117,-0.0117,-0.0117,-0.0117,-0.0117,0.0117,-0.0117,0.0239,0.0239,0.0239,0.0239,-0.0239,0.0239,0.0239,-0.0239,-0.0239,0.0239,0.0117,0.0117,-0.0239,0.0117,-0.0239,-0.0239,0.0117,0.0117,0.0117,0.0117
201807,-0.0215,0.0039,-0.0215,-0.0215,-0.0215,0.0215,0.0215,-0.0215,0.0215,0.0215,0.0215,0.0215,-0.0039,-0.0039,-0.0039,-0.0039,0.0039,-0.0039,-0.0039,0.0039,0.0039,-0.0039,-0.0215,-0.0215,0.0039,-0.0215,0.0039,-0.0215,-0.0215,0.0039,0.0039,-0.0215
201808,0.0123,-0.0412,0.0123,0.0123,0.0123,0.0123,-0.0123,-0.0123,-0.0123,0.0123,0.0123,-0.0123,0.0412,0.0412,0.0412,0.0412,-0.0412,0.0412,0.0412,-0.0412,-0.0412,0.0412,0.0123,0.0123,-0.0412,0.0123,-0.0412,0.0123,0.0123,0.0123,0.0123,0.0123
201809,-0.0237,-0.0135,-0.0237,-0.0237,-0.0237,0.0237,0.0237,0.0237,-0.0237,-0.0237,0.0237,0.0237,0.0135,0.0135,0.0135,0.0135,-0.0135,-0.0135,0.0135,0.0135,-0.0135,0.0135,-0.0237,-0.0237,-0.0135,-0.0237,-0.0135,-0.0237,-0.0237,-0.0237,-0.0237,-0.0237
